job_id,company,role_title,posting_link,archived_at,archive_path
https://phf.tbe.taleo.net/phf02/ats/careers/v2/viewRequisition?org=COSTCO&cws=41&rid=10044&source=LinkedIn&src=LinkedIn&gns=LinkedIn,Costco,Software Engineer - Travel Portfolio,https://phf.tbe.taleo.net/phf02/ats/careers/v2/viewRequisition?org=COSTCO&cws=41&rid=10044&source=LinkedIn&src=LinkedIn&gns=LinkedIn,2026-02-04 23:19:17,data/costco/2026-02-04
https://www.dittowords.com/careers/software-engineer,Ditto,Fullstack Software Engineer,https://www.dittowords.com/careers/software-engineer,2026-02-04 23:19:21,data/ditto/2026-02-04
